0,1
我一定要喺聽日之前還返本書俾佢。,我一定要在明天前把書還給他。
如果你下個禮拜還到俾我嘅話，呢本書就借俾你啦。,如果你可以在下個星期還給我的話，這本書就借給你吧。
嗰座大厦天台啲景好靚㗎，想唔想去睇吓呀？,那座大廈天台的景色很美的，想去看看嗎？
我唔想整污糟我隻手。,我不想弄髒我的手。
俾我睇吓你個傷口。,讓我看看你的傷口。
湯姆係呢隊棒球隊嘅隊長。,湯姆是這隊棒球隊的隊長。
坐我隔離。,坐我旁邊。
點解我越來越肥嘅？,為什麼我越來越胖的？
媽咪呀，你做咩唔叫爹哋自己執返自己間書房嘅？,媽媽呀，你怎麼不叫爸爸自己撿回自己間書房的？
老實講，我其實想留喺屋企，唔想出街㗎。,老實說，我其實想留在家中，不想出外的。
你願唔願意學卡達山文呀？,你願意學習卡達山語嗎？
你願意學卡達山文冇？,你願意學習卡達山語嗎？
雖然係真空，但係唔係話乜嘢都冇。,雖然是真空，但不是說什麼我都沒有。
你講得太快喇，我聽唔明。你可唔可以講慢少少呀？,你說得太快了，我聽不懂。你可以說慢一點嗎？
可以話係，亦都可以話唔係。,可以說是，也可以說不是。
阿Tom静静咁坐咗半個鐘。,湯姆靜靜地坐了半個小時。
你幾時返馬来西亞？,你什麼時候回馬來西亞？
我下個禮拜返馬来西亞。,我下週要回馬來西亞。
點解你唔返學？,你為什麼不去上學？
點解你學廣東話？,你為什麼學廣東話？
佢識講卡達山語，都識講廣東話。,她會說卡達山語，也會說廣東話。
佢係個好人。,他是個好人。
哩舊電就快用哂喇。,這電池快要沒電了。
呢間酒店裝得落一千人。,這家酒店可以容納一千人。
唔好同佢講。,不要跟他說。
佢個老公係英文老師，所以佢有得上免費英文堂。,她的老公是英文老師，所以她能免費上英文課。
呢件外套無衫袋㗎。,這件外套沒有口袋。
快啲啦，你仲慢吞吞噉我哋就遲到㗎喇。,快點快點，你還慢吞吞的話我們就要遲到了。
睇書可以學識好多生字。,讀書可以學會很多生字。
我返到屋企嗰陣好鬼肚餓。,我回到家的時候肚子十分餓。
我哋成日都攞英國同日本嚟比。,我們常常把英國和日本作比較。
你可以用肉眼睇星星，用望遠鏡嘅話，仲可以睇得清楚啲添。,你可以用肉眼觀星，用望遠鏡的話，還能看得更清楚。
生嘅魚好易變壞。,生魚很容易變壞。
呢度夜晚好靜。,這裏晚上很靜。
無論喺咩地方，過馬路之前都應該望清楚左右先。,無論在甚麼地方，過馬路前也應該先看清楚左右。
牛唔飲水唔㩒得牛頭低。,牛不喝水彆強摁頭。
玛丽亚系度教紧我挪威语。,瑪麗亞在教我挪威語。
你最好即刻返屋企。,你最好馬上回家。
我諗唔起「多謝」用德文點講。,我想不起「謝謝」用德語怎麼說。
我記得喺巴黎見過佢。,我記得在巴黎見過他。
唔。我有預感我行邊邊都會蕩失路。,唔。我有預感我走哪邊都會迷路。
我識佢。,我認識他。
我哋喺度睇緊電視。,我們正在看電視。
架巴士仲未嚟。,巴士還沒來。
